customer_id,full_name,email,phone,postcode,region,property_type,package,monthly_charges,contract_type,tenure_months,install_date,payment_method,nps_score,support_tickets,churn
10846,George Wright,george.wright44@yahoo.co.uk,07237597953,GL37 3RB,Oxfordshire,Bungalow,Fibre 300,48.01,12-month,3,2020-03-28,Credit Card,5,5,No
10548,William Jones,william.jones43@btinternet.com,07742231964,SO15 1BN,Oxfordshire,Semi-detached,Fibre 100,29.35,24-month,20,2021-07-26,Direct Debit,6,1,No
10497,Charlie Williams,charlie.williams39@btinternet.com,07960335826,SO12 8AH,Hampshire,Bungalow,Fibre 900,67.66,12-month,14,2025-11-19,Direct Debit,10,3,No
10227,Grace Evans,grace.evans31@yahoo.co.uk,07107427990,RG30 3RG,Buckinghamshire,Terraced,Fibre 300,46.24,24-month,46,2020-11-03,Credit Card,5,0,No
10891,Poppy Thomas,poppy.thomas43@yahoo.co.uk,07234286449,RG28 1GL,HAMPSHIRE,Farmhouse,Fibre 500,54.34,Monthly,53,2025-01-24,Bank Transfer,5,1,Yes
10814,Oliver Edwards,oliver.edwards36@gmail.com,07617551887,OX6 8ZZ,Cambridgeshire,Semi-detached,Fibre 500,55.09,Monthly,24,2020-03-10,Bank Transfer,3,5,No
10828,William Patel,william.patel2@outlook.com,07424253690,,Cambridgeshire,Detached,Fibre 100,29.27,12-month,11,2024-08-13,Bank Transfer,0,1,1
10177,Olivia Wright,a@b,07735857306,MK47 3LB,Berkshire,Terraced,Fibre 300,46.05,12-month,,2024-12-16,Direct Debit,9,0,No
10974,Lily Walker,lily.walker74@yahoo.co.uk,07749979905,SN9 2UE,Gloucestershire,Cottage,Fibre 900,66.81,12-month,68,2022-07-12,Bank Transfer,1,0,No
10433,Henry Green,henry.green81@gmail.com,07502675512,MK20 3TX,Wiltshire,Detached,Fibre 100,31.06,24-month,42,2023-10-19,Bank Transfer,6,3,Yes
10943,Olivia Jones,olivia.jones9@outlook.com,07878104802,CB22 5DP,Wiltshire,Bungalow,Fibre 100,32.77,24-month,7,2025-04-02,Credit Card,3,5,Yes
10516,William Roberts,,07103903397,OX23 2YQ,Wiltshire,Farmhouse,Fibre 900,£64.48,24-month,4,2020-11-24,Bank Transfer,4,1,No
10350,Harry Brown,harry.brown12@outlook.com,07522655767,SO39 6FJ,Hampshire,Farmhouse,Fibre 900,66.84,24-month,36,2024-08-18,Bank Transfer,3,3,No
10518,Sophie Clarke,sophie.clarke28@yahoo.co.uk,07804032537,SO47 6TR,  Wiltshire ,Farmhouse,Fibre 100,31.35,24-month,30,2022-11-28,Direct Debit,1,0,No
10007,Lily Hall,lily.hall85@gmail.com,07656670106,MK7 4HH,Berkshire,Semi-detached,Fibre 300,45.94,12-month,13,2023-04-28,Direct Debit,7,0,No
10155,Henry Turner,henry.turner47@btinternet.com,07918463865,MK32 8ZA,Wiltshire,Farmhouse,Fibre 300,44.15,Monthly,49,2024-11-09,Direct Debit,2,0,No
10944,Grace Taylor,grace.taylor22@btinternet.com,07808122681,MK49 5TL,Berkshire,Detached,Fibre 300,£49.09,24-month,54,2021-02-27,Direct Debit,0,2,No
10055,George Jones,a@b,07779010432,SO8 5JN,Gloucestershire,Detached,Fibre 500,54.66,24-month,61,2024-08-03,Direct Debit,7,0,No
10329,George Hughes,george.hughes78@yahoo.co.uk,07883103032,NN14 3ZX,Cambridgeshire,Bungalow,Fibre 900,65.5,Monthly,41,2025-10-14,Direct Debit,8,1,No
10542,Ava Hall,ava.hall30@gmail.com,07190924876,SN16 1HZ,Gloucestershire,Detached,Fibre 500,58.4,12-month,22,2021-09-04,Credit Card,8,2,No
10439,Grace Turner,grace.turner1@outlook.com,07594389760,RG19 1EU,Berkshire,Cottage,Fibre 900,63.34,24-month,11,2025-06-09,Credit Card,5,1,No
10809,Harry Hughes,harry.hughes23@outlook.com,07250182562,NN29 3XS,Cambridgeshire,Bungalow,Fibre 900,68.31,Monthly,22,2025-01-03,Direct Debit,2,1,No
10900,Charlie Smith,charlie.smith7@gmail.com,07420288661,SO35 1DZ,Oxfordshire,Semi-detached,Fibre 500,55.03,Monthly,11,17/05/2021,Bank Transfer,5,1,No
10370,Noah Smith,noah.smith11@outlook.com,07244731584,RG48 8SW,Hampshire,Semi-detached,Fibre 500,54.74,Monthly,18,2025-12-09,Credit Card,1,1,1
10604,Noah Thomas,,07797363831,SN35 6SA,Buckinghamshire,Semi-detached,Fibre 900,67.0,12-month,22,2025-01-16,Bank Transfer,9,3,Yes
10973,Jack Edwards,jack.edwards6@gmail.com,07406291187,,Berkshire,Detached,Fibre 300,46.62,Monthly,36,2020-09-04,Credit Card,9,3,0
10593,Ava Roberts,ava.roberts25@btinternet.com,07543788260,CB15 6ZE,Oxfordshire,Detached,Fibre 100,32.66,12-month,-1,2025-12-01,Bank Transfer,0,2,No
10876,Olivia Brown,olivia.brown7@yahoo.co.uk,07368715689,GL48 1YT,Berkshire,Bungalow,Fibre 300,46.11,Monthly,30,2021-04-21,Credit Card,10,1,No
10554,Poppy Davies,poppy.davies44@btinternet.com,07277584466,CB20 6HJ,Berkshire,Semi-detached,Fibre 500,£57.91,Monthly,5,2020-01-19,Direct Debit,2,0,Yes
10753,Noah Wright,a@b,07585615473,GL42 6RR,Cambridgeshire,Bungalow,Fibre 300,46.4,Monthly,8,2022-06-26,Direct Debit,1,3,1
10873,Jack Taylor,jack.taylor84@btinternet.com,07182070669,OX8 1TY,Wiltshire,Semi-detached,Fibre 100,31.36,Monthly,20,2024-09-05,Credit Card,8,1,No
10532,Sophie Green,sophie.green62@outlook.com,07986239847,GL28 1SD,gloucestershire,Terraced,Fibre 900,69.23,Monthly,29,2025-01-12,Credit Card,6,1,Yes
10866,William Smith,william.smith60@gmail.com,07356748095,RG41 4YL,Oxfordshire,Cottage,Fibre 500,57.08,24-month,41,2024-01-05,Bank Transfer,6,0,No
10228,Grace Thomas,grace.thomas95@yahoo.co.uk,07085016579,OX24 6GX,Gloucestershire,Bungalow,Fibre 300,47.96,Monthly,11,2021-06-08,Bank Transfer,1,5,No
10390,George Davies,george.davies61@outlook.com,not-a-number,SO45 2TS,  Hampshire ,Semi-detached,Fibre 300,43.19,12-month,66,2020-10-13,Direct Debit,9,1,No
10759,Harry Wilson,harry.wilson93@gmail.com,07577204410,OX46 8YL,Gloucestershire,Bungalow,Fibre 300,44.5,12-month,11,2022-04-27,Bank Transfer,10,0,No
10212,William Taylor,william.taylor79@outlook.com,07444019292,RG24 3LJ,Berkshire,Semi-detached,Fibre 500,58.59,Monthly,33,2022-02-05,Bank Transfer,2,5,Yes
10079,Thomas Edwards,thomas.edwards52@gmail.com,07738302843,MK37 6JN,Wiltshire,Terraced,Fibre 100,31.64,12-month,32,2022-05-02,Bank Transfer,9,0,Yes
10148,Noah Evans,noah.evans69@outlook.com,07612075011,OX12 5XD,Cambridgeshire,Cottage,Fibre 900,£65.84,12-month,14,2025-07-14,Credit Card,15,3,No
10302,Isla Brown,a@b,07231643348,GL30 1QW,Oxfordshire,Semi-detached,Fibre 300,45.28,12-month,5,2023-03-04,Direct Debit,15,3,Yes
10448,Isla Davies,isla.davies96@gmail.com,07068761648,GL46 9AT,Berkshire,Terraced,Fibre 900,63.41,12-month,9,2025-01-12,Credit Card,8,5,Yes
10361,George Taylor,george.taylor39@gmail.com,07768342016,MK49 5GH,Buckinghamshire,Farmhouse,Fibre 500,56.36,24-month,52,2025-03-23,Credit Card,5,3,No
10531,Lily Patel,lily.patel50@outlook.com,07881228217,GL37 3JS,Buckinghamshire,Semi-detached,Fibre 300,48.79,12-month,13,2020-07-02,Credit Card,,0,No
10529,William Wright,william.wright5@btinternet.com,07468611145,RG26 9JF,Gloucestershire,Detached,Fibre 100,29.12,24-month,54,2021-11-07,Credit Card,10,2,0
10043,Harry Taylor,harry.taylor96@gmail.com,07528098851,SO23 7BN,Northamptonshire,Cottage,Fibre 100,28.72,24-month,56,Mar 2021,Credit Card,3,0,No
10673,Poppy Brown,poppy.brown13@gmail.com,07786190254,RG44 7BG,Wiltshire,Terraced,Fibre 300,43.16,24-month,13,2024-06-08,Credit Card,4,0,Y
10133,William Edwards,william.edwards44@outlook.com,07753260332,CB47 1YW,Wiltshire,Detached,Fibre 500,55.56,24-month,56,2020-07-21,Credit Card,8,0,No
10575,Jack Brown,jack.brown74@outlook.com,07406557820,GL41 1LH,Wiltshire,Semi-detached,Fibre 100,29.63,Monthly,65,2025-03-07,Direct Debit,3,0,No
10311,Oliver Walker,oliver.walker83@btinternet.com,07403553380,CB44 4ZR,Buckinghamshire,Semi-detached,Fibre 100,31.09,Monthly,67,2020-08-03,Direct Debit,0,0,No
10634,Grace Hall,grace.hall27@gmail.com,07180533962,,Wiltshire,Detached,Fibre 500,55.46,Monthly,64,2024-04-27,Direct Debit,7,0,No
10567,Grace Evans,grace.evans45@yahoo.co.uk,07269694439,GL46 7LZ,Berkshire,Detached,Fibre 900,69.83,12-month,25,2024-04-24,Credit Card,,0,No
10820,Isla Hall,isla.hall11@yahoo.co.uk,07908788653,MK44 1RU,Cambridgeshire,Bungalow,Fibre 900,65.89,12-month,61,2025-03-23,Bank Transfer,9,5,Yes
10000,Amelia Smith,amelia.smith18@outlook.com,07181960013,CB33 1XH,Hampshire,Semi-detached,Fibre 500,56.13,12-month,32,2020-03-23,Credit Card,5,1,No
10477,Grace Smith,grace.smith88@yahoo.co.uk,07553470574,SN14 9XP,Hampshire,Cottage,Fibre 900,68.46,Monthly,33,2023-02-11,Credit Card,9,1,No
10316,William Turner,william.turner97@btinternet.com,07119524364,OX11 8AE,Gloucestershire,Terraced,Fibre 900,65.91,12-month,40,2025-05-24,Credit Card,2,0,No
10737,Jack Patel,jack.patel80@outlook.com,07974185630,SN29 6AB,Oxfordshire,Semi-detached,Fibre 500,53.31,12-month,70,2025-07-25,Bank Transfer,6,0,No
10572,George Smith,george.smith73@btinternet.com,07507321464,NN38 4RZ,Buckinghamshire,Detached,Fibre 500,55.65,24-month,71,2021-04-11,Direct Debit,5,2,Yes
10380,Harry Turner,harry.turner80@outlook.com,07666134732,CB23 5ZN,Oxfordshire,Detached,Fibre 100,29.29,24-month,36,2024-08-24,Credit Card,3,0,No
10832,Jack Turner,jack.turner91@btinternet.com,07779256041,CB17 9GB,Northamptonshire,Bungalow,Fibre 900,68.68,Monthly,52,2022-04-20,Bank Transfer,3,0,No
10972,James Evans,james.evans1@outlook.com,07048379363,GL49 6YG,Wiltshire,Terraced,Fibre 900,69.9,24-month,71,Nov 2020,Direct Debit,7,0,Yes
10961,Olivia Williams,olivia.williams32@gmail.com,07427557672,12345,Oxfordshire,Terraced,Fibre 300,44.99,12-month,31,2021-02-17,Bank Transfer,99,1,no
10172,Sophie Patel,sophie.patel40@btinternet.com,07564240082,MK19 8XA,Berkshire,Farmhouse,Fibre 300,45.09,12-month,12,2022-10-08,Direct Debit,8,2,N
10125,James Walker,james.walker63@yahoo.co.uk,07132475469,GL13 8HS,Berkshire,Bungalow,Fibre 500,59.06,Monthly,40,2024-03-03,Credit Card,99,3,No
10666,George Brown,george.brown63@yahoo.co.uk,07056820922,MK32 1YA,Oxfordshire,Detached,Fibre 500,57.41,Monthly,38,2025-06-14,Credit Card,0,5,No
10354,Poppy Jones,poppy.jones96@outlook.com,07891775662,OX24 7HL,Gloucestershire,Detached,Fibre 300,43.53,24-month,51,2022-01-08,Credit Card,2,0,No
10834,Olivia Hughes,olivia.hughes39@btinternet.com,07224059208,,Berkshire,Farmhouse,Fibre 900,65.99,Monthly,42,2024-05-18,Bank Transfer,6,0,0
10939,Ava Hall,ava.hall64@yahoo.co.uk,07911501016,OX 99,Oxfordshire,Semi-detached,Fibre 100,30.8,24-month,15,2024-12-07,Bank Transfer,4,5,No
10090,Oliver Davies,no-at-sign.com,07240659657,MK28 3NP,Cambridgeshire,Farmhouse,Fibre 900,65.19,12-month,26,2022-05-24,Bank Transfer,11,5,No
10978,Jack Brown,jack.brown77@gmail.com,07258147621,SN46 4RB,Gloucestershire,Terraced,Fibre 900,66.78,Monthly,35,2024-10-09,Credit Card,4,0,No
10181,Freya Turner,freya.turner87@yahoo.co.uk,07761228685,SN35 8QP,Buckinghamshire,Cottage,Fibre 900,65.88,24-month,14,2023-12-11,Bank Transfer,3,1,Yes
10363,Noah Wright,noah.wright48@gmail.com,07504481776,,Buckinghamshire,Detached,Fibre 300,49.47,12-month,25,2023-06-06,Bank Transfer,9,0,Yes
10274,Thomas Williams,thomas.williams11@gmail.com,07556260602,OX41 9NS,Hampshire,Terraced,Fibre 100,32.9,12-month,67,2025-12-11,Credit Card,0,1,No
10964,James Clarke,james.clarke48@gmail.com,07304450020,SN42 7WJ,Berkshire,Bungalow,Fibre 500,57.28,Monthly,45,2025-05-21,Credit Card,0,0,No
10069,William Edwards,william.edwards5@outlook.com,07913075626,CB27 9ZU,Oxfordshire,Terraced,Fibre 900,63.96,Monthly,19,2024-06-22,Credit Card,8,3,No
10291,Charlie Brown,charlie.brown59@gmail.com,07676991507,MK38 4EE,Oxfordshire,Bungalow,Fibre 900,67.98,24-month,30,2021-10-05,Bank Transfer,8,1,No
10131,George Williams,,07725217525,OX1 8LH,Wiltshire,Bungalow,Fibre 300,-29.99,12-month,44,2020-03-20,Credit Card,99,3,1
10300,Lily Wood,lily.wood30@outlook.com,07373898775,GL21 4SS,Cambridgeshire,Farmhouse,Fibre 300,46.14,24-month,51,2020-06-05,Bank Transfer,2,1,No
10605,Amelia Clarke,amelia.clarke64@btinternet.com,07368205068,OX 99,Buckinghamshire,Cottage,Fibre 900,67.71,Monthly,8,2023-11-28,Bank Transfer,5,0,No
10326,Charlie Davies,charlie.davies51@outlook.com,07749261764,RG24 1EE,Gloucestershire,Detached,Fibre 100,31.41,24-month,16,2024-04-01,Bank Transfer,9,5,No
10144,Freya Jones,freya.jones79@gmail.com,07838638406,OX 99,Oxfordshire,Terraced,Fibre 500,54.75,24-month,58,2023-04-21,Bank Transfer,10,2,No
10898,Grace Green,grace.green80@gmail.com,07670683353,GL3 2RE,Wiltshire,Cottage,Fibre 500,58.49,24-month,59,2020-02-13,Bank Transfer,3,1,No
10972,James Evans,james.evans1@outlook.com,07048379363,GL49 6YG,Wiltshire,Terraced,Fibre 900,69.9,24-month,71,Nov 2020,Direct Debit,7,0,Yes
10668,Olivia Wright,olivia.wright74@gmail.com,07509271152,SO6 1QJ,Berkshire,Detached,Fibre 100,33.74,Monthly,12,2021-01-02,Credit Card,1,3,No
10135,Lily Evans,lily.evans46@outlook.com,07642087375,CB1 1DE,Berkshire,Semi-detached,Fibre 300,49.64,24-month,34,2020-12-24,Direct Debit,4,1,Yes
10451,Sophie Wood,sophie.wood45@outlook.com,07298585672,RG12 8RA,Gloucestershire,Cottage,Fibre 900,64.56,Monthly,62,2021-03-09,Bank Transfer,1,1,N
10164,Harry Green,harry.green53@yahoo.co.uk,07588043416,MK5 9GU,Buckinghamshire,Cottage,Fibre 300,44.52,24-month,30,2022-03-24,Bank Transfer,3,5,No
10028,George Thomas,george.thomas22@gmail.com,07499471746,NN33 9UT,Gloucestershire,Bungalow,Fibre 300,43.27,12-month,10,2025-06-20,Credit Card,0,0,No
10587,Emily Jones,emily.jones28@outlook.com,07353849516,CB10 2DE,Berkshire,Bungalow,Fibre 500,56.26,Monthly,31,2024-01-20,Direct Debit,3,0,No
10193,Emily Clarke,emily.clarke60@yahoo.co.uk,07264908277,GL47 9EG,Wiltshire,Farmhouse,Fibre 900,65.88,12-month,,2020-03-15,Bank Transfer,3,5,No
10429,Jack Brown,jack.brown43@gmail.com,07529580660,12345,Gloucestershire,Semi-detached,Fibre 500,56.09,12-month,25,2024-04-23,Bank Transfer,6,0,No
10665,Lily Roberts,lily.roberts13@gmail.com,07xx,SO18 3GF,Berkshire,Cottage,Fibre 900,66.58,Monthly,24,2023-01-26,Bank Transfer,4,2,No
10986,Emily Davies,emily.davies71@outlook.com,07550743509,MK11 9WZ,Buckinghamshire,Bungalow,Fibre 300,44.89,12-month,50,2025-01-08,Bank Transfer,6,3,No
10169,Poppy Evans,poppy.evans42@yahoo.co.uk,07877169472,SN41 6SZ,Hampshire,Detached,Fibre 300,43.54,12-month,37,2021-06-11,Bank Transfer,4,1,Yes
10525,Oliver Clarke,oliver.clarke85@yahoo.co.uk,07609456534,SO40 8ZY,Oxfordshire,Terraced,Fibre 100,31.43,Monthly,55,2023-06-12,Direct Debit,4,5,Yes
10140,Thomas Walker,thomas.walker59@outlook.com,07589975711,CB1 6QN,Buckinghamshire,Terraced,Fibre 500,53.73,Monthly,7,2023-03-27,Bank Transfer,6,0,No
10173,Grace Turner,grace.turner21@outlook.com,07663416389,NN19 9LS,Cambridgeshire,Detached,Fibre 900,64.27,12-month,51,2020-11-15,Bank Transfer,7,1,Yes
10006,William Clarke,william.clarke9@outlook.com,07509839301,OX15 2BP,Gloucestershire,Bungalow,Fibre 100,29.66,24-month,32,2023-04-18,Direct Debit,9,5,No
10764,Freya Taylor,,07436023442,SN24 3DR,Oxfordshire,Semi-detached,Fibre 900,65.39,Monthly,1,2024-05-25,Direct Debit,2,0,No
10519,James Edwards,james.edwards1@yahoo.co.uk,07476921053,CB28 6DL,Hampshire,Terraced,Fibre 100,28.15,Monthly,2,2020-05-05,Credit Card,7,1,No
10678,Isla Walker,isla.walker21@outlook.com,07501736542,SO12 5ET,northamptonshire,Semi-detached,Fibre 500,57.06,24-month,2,2021-11-19,Bank Transfer,2,1,1
10073,Henry Edwards,henry.edwards59@yahoo.co.uk,07887287431,MK11 8LG,OXFORDSHIRE,Terraced,Fibre 100,30.35,12-month,43,2024-11-25,Direct Debit,2,3,Yes
10713,Ava Taylor,ava.taylor7@yahoo.co.uk,07342362203,CB20 8NG,Northamptonshire,Farmhouse,Fibre 100,-10.0,Monthly,29,2020-05-08,Bank Transfer,7,3,Yes
10675,Thomas Evans,thomas.evans46@gmail.com,07950310064,CB20 1HY,Gloucestershire,Detached,Fibre 300,44.93,Monthly,60,2020-04-14,Direct Debit,8,1,No
10238,Freya Walker,freya.walker88@yahoo.co.uk,07518952028,NN24 8SP,Wiltshire,Detached,Fibre 500,54.52,24-month,39,2021-04-26,Bank Transfer,9,0,0
10145,Noah Roberts,noah.roberts24@gmail.com,07281606484,SN11 5AP,Berkshire,Terraced,Fibre 900,69.55,Monthly,23,2021-06-20,Direct Debit,10,1,Yes
10823,James Evans,james.evans42@outlook.com,07490145996,RG2 7ZG,GLOUCESTERSHIRE,Bungalow,Fibre 300,45.37,24-month,-1,2023-04-01,Credit Card,4,0,No
10234,Freya Clarke,freya.clarke25@btinternet.com,07759980562,SO24 7QA,Northamptonshire,Cottage,Fibre 100,30.45,12-month,66,2024-02-07,Bank Transfer,7,3,Yes
10220,George Smith,george.smith13@yahoo.co.uk,07792911179,CB5 4SP,  Hampshire ,Cottage,Fibre 300,43.84,24-month,7,2024-09-05,Credit Card,,0,yes
10214,Amelia Turner,amelia.turner43@yahoo.co.uk,07441496739,CB34 6GP,Oxfordshire,Terraced,Fibre 500,53.05,Monthly,56,2020-07-04,Bank Transfer,1,5,0
10688,Emily Jones,,07493396504,SO11 8HF,Wiltshire,Farmhouse,Fibre 900,63.93,Monthly,56,2020-05-05,Credit Card,3,3,No
10132,Grace Patel,grace.patel69@gmail.com,07350583003,CB45 6NF,Gloucestershire,Farmhouse,Fibre 900,66.51,12-month,1,2021-02-27,Direct Debit,4,1,Yes
10215,Ava Roberts,ava.roberts4@gmail.com,07910939111,,Northamptonshire,Cottage,Fibre 500,56.26,Monthly,25,2025-08-09,Credit Card,10,2,No
10457,George Roberts,george.roberts58@yahoo.co.uk,07469660606,MK42 3TL,Oxfordshire,Terraced,Fibre 500,54.41,24-month,46,2025-05-10,Credit Card,0,2,Yes
10684,Harry Thomas,harry.thomas84@yahoo.co.uk,07328116599,CB45 1FA,Wiltshire,Detached,Fibre 500,57.43,Monthly,63,2022-12-23,Direct Debit,3,0,No
10422,Grace Taylor,grace.taylor21@gmail.com,07812371067,SN41 9UF,Hampshire,Farmhouse,Fibre 900,63.05,Monthly,17,2023-05-24,Bank Transfer,4,2,No
10185,Oliver Taylor,oliver.taylor90@btinternet.com,07227837693,CB16 2LS,Buckinghamshire,Terraced,Fibre 900,69.46,Monthly,65,2020-11-14,Credit Card,5,2,No
10041,Grace Wood,grace.wood58@btinternet.com,07589178390,NN30 1BU,Hampshire,Farmhouse,Fibre 100,32.79,12-month,9,2025-08-03,Direct Debit,5,0,No
10638,Grace Williams,grace.williams7@btinternet.com,07878211602,OX41 5EX,Gloucestershire,Semi-detached,Fibre 100,-29.99,24-month,28,2024-10-17,Bank Transfer,8,5,No
10108,George Wilson,george.wilson29@btinternet.com,07536541951,OX12 4WB,Hampshire,Detached,Fibre 100,34.13,12-month,71,2022-06-03,Bank Transfer,7,0,No
10616,William Williams,william.williams89@gmail.com,07650200024,,Gloucestershire,Semi-detached,Fibre 500,53.91,Monthly,16,2022-06-03,Direct Debit,0,2,No
10056,George Roberts,george.roberts31@yahoo.co.uk,07962185188,12345,Buckinghamshire,Cottage,Fibre 900,68.22,12-month,,2020-06-08,Bank Transfer,10,0,No
10449,Amelia Brown,amelia.brown93@gmail.com,07256523734,GL22 2TU,CAMBRIDGESHIRE,Cottage,Fibre 300,45.39,24-month,34,2023-06-26,Credit Card,4,1,No
10773,Freya Taylor,freya.taylor66@outlook.com,07794026208,MK33 2UL,Buckinghamshire,Semi-detached,Fibre 300,46.26,12-month,18,2025-04-14,Credit Card,2,1,No
10589,Freya Williams,freya.williams43@btinternet.com,07774491609,CB26 6ZQ,Wiltshire,Detached,Fibre 100,£28.52,24-month,32,2020-02-28,Bank Transfer,10,1,No
10895,Grace Brown,grace.brown38@outlook.com,07979399816,GL23 4WD,gloucestershire,Farmhouse,Fibre 900,69.27,24-month,69,Apr 2025,Credit Card,1,0,No
10435,Harry Roberts,harry.roberts51@btinternet.com,07270232441,SN16 4SD,Cambridgeshire,Semi-detached,Fibre 300,-10.0,12-month,45,2020-08-06,Credit Card,1,5,Yes
10024,James Taylor,james.taylor89@btinternet.com,07349578856,MK23 8LN,Northamptonshire,Semi-detached,Fibre 500,53.83,Monthly,29,2022-02-24,Bank Transfer,2,1,No
10810,Harry Roberts,harry.roberts78@gmail.com,07662702660,NN22 1YQ,Hampshire,Semi-detached,Fibre 300,£44.29,12-month,2,2022-11-02,Direct Debit,3,0,No
10494,Harry Hall,harry.hall48@yahoo.co.uk,07021306090,SO37 2JB,Gloucestershire,Detached,Fibre 100,32.53,12-month,22,2024-11-13,Credit Card,10,3,Yes
10826,Freya Wilson,freya.wilson97@yahoo.co.uk,07007288959,,Gloucestershire,Farmhouse,Fibre 500,56.77,12-month,39,2024-11-04,Bank Transfer,9,3,No
10981,George Wilson,george.wilson89@gmail.com,07983063236,MK20 1EX,Gloucestershire,Terraced,Fibre 300,-10.0,12-month,35,2022-03-10,Bank Transfer,4,0,No
10928,James Jones,james.jones17@yahoo.co.uk,07648333679,SO2 9GX,Hampshire,Farmhouse,Fibre 500,58.06,24-month,65,2020-12-07,Credit Card,0,2,No
10965,William Green,william.green31@gmail.com,07040934675,NN41 2XF,Cambridgeshire,Farmhouse,Fibre 900,66.78,Monthly,51,Feb 2020,Bank Transfer,,0,Yes
10338,Sophie Wood,sophie.wood87@gmail.com,07569067447,GL49 7JZ,Wiltshire,Terraced,Fibre 100,31.57,Monthly,31,2022-02-28,Credit Card,,3,No
10051,Jack Brown,jack.brown93@yahoo.co.uk,07925192546,SN39 2NX,Hampshire,Terraced,Fibre 900,68.53,Monthly,37,2025-12-27,Bank Transfer,10,0,Yes
10383,Grace Davies,grace.davies4@btinternet.com,07396531361,NN41 9TW,  Wiltshire ,Cottage,Fibre 300,49.36,12-month,46,2022-07-19,Credit Card,4,1,No
10539,Poppy Green,poppy.green27@yahoo.co.uk,07768550789,,GLOUCESTERSHIRE,Bungalow,Fibre 100,33.85,24-month,70,2023-03-26,Credit Card,3,1,no
10991,Charlie Roberts,charlie.roberts67@outlook.com,07493680635,MK15 1DA,Gloucestershire,Semi-detached,Fibre 100,31.06,24-month,53,2023-10-11,Direct Debit,9,1,No
10660,Amelia Smith,,07614038453,GL38 9BU,Northamptonshire,Farmhouse,Fibre 100,33.47,24-month,38,2025-03-07,Credit Card,4,3,No
10963,George Edwards,george.edwards30@btinternet.com,07922198369,GL21 8HT,Hampshire,Farmhouse,Fibre 100,28.79,Monthly,7,2022-03-19,Bank Transfer,10,5,Yes
10264,Lily Hall,lily.hall86@yahoo.co.uk,07158377674,SO6 7QZ,Wiltshire,Farmhouse,Fibre 500,57.4,Monthly,,2020-09-11,Credit Card,10,1,No
10954,Ava Hall,ava.hall46@gmail.com,not-a-number,NN26 8GA,Oxfordshire,Farmhouse,Fibre 500,54.37,Monthly,69,2024-04-19,Direct Debit,7,5,No
10741,Amelia Davies,no-at-sign.com,07124553129,OX1 4RF,Wiltshire,Detached,Fibre 300,49.5,Monthly,41,2025-08-08,Bank Transfer,2,5,Yes
10712,George Brown,george.brown51@yahoo.co.uk,07589635957,OX36 7DY,Cambridgeshire,Detached,Fibre 300,44.82,12-month,60,2024-05-07,Credit Card,5,3,Yes
10444,Freya Wright,freya.wright39@yahoo.co.uk,07457702992,MK37 7SA,Northamptonshire,Bungalow,Fibre 100,33.2,Monthly,27,2023-09-05,Credit Card,9,0,No
10395,Henry Taylor,henry.taylor13@yahoo.co.uk,07173098503,NN17 7QD,Wiltshire,Cottage,Fibre 300,43.51,24-month,67,Sep 2021,Bank Transfer,4,3,No
10541,Sophie Thomas,sophie.thomas29@outlook.com,123,CB6 3DZ,Oxfordshire,Cottage,Fibre 900,63.54,12-month,21,2023-03-10,Direct Debit,6,1,1
10495,Ava Patel,ava.patel62@btinternet.com,07278532426,NN11 6AS,Northamptonshire,Semi-detached,Fibre 500,53.29,12-month,45,2025-09-28,Direct Debit,6,0,No
10018,Harry Roberts,harry.roberts41@yahoo.co.uk,07812236231,SO27 6XT,Hampshire,Detached,Fibre 300,44.44,12-month,35,2023-10-23,Direct Debit,9,3,Yes
10746,Lily Wood,lily.wood46@gmail.com,07673446717,RG48 7GY,Hampshire,Bungalow,Fibre 100,34.51,12-month,13,2021-04-27,Credit Card,2,1,1
10522,Freya Wilson,freya.wilson42@outlook.com,07562965754,SN44 8XS,Buckinghamshire,Farmhouse,Fibre 500,53.6,12-month,48,2021-06-12,Bank Transfer,7,5,1
10594,Emily Roberts,emily.roberts33@btinternet.com,07926999699,SO43 5XZ,Berkshire,Detached,Fibre 300,49.21,12-month,3,2021-09-26,Credit Card,9,3,No
10479,Poppy Taylor,poppy.taylor92@gmail.com,07964258562,SO7 5ZY,Gloucestershire,Cottage,Fibre 300,49.99,12-month,12,2020-04-18,Direct Debit,10,1,No
10367,Harry Taylor,harry.taylor81@gmail.com,07920981960,SN30 6GJ,Cambridgeshire,Cottage,Fibre 100,29.35,Monthly,-1,2025-07-25,Credit Card,10,0,Y
10083,George Evans,george.evans73@btinternet.com,07378547772,MK11 3XU,Wiltshire,Bungalow,Fibre 500,59.92,Monthly,30,2024-01-27,Direct Debit,10,0,No
10061,Isla Clarke,isla.clarke91@yahoo.co.uk,07188442258,CB8 4FJ,Berkshire,Detached,Fibre 100,30.52,24-month,41,2022-08-26,Bank Transfer,2,0,No
10483,Emily Turner,no-at-sign.com,07862895090,MK38 2DZ,Gloucestershire,Bungalow,Fibre 500,55.89,Monthly,43,2025-04-08,Bank Transfer,2,0,No
10272,Olivia Turner,olivia.turner91@gmail.com,07077119918,OX33 2GE,Cambridgeshire,Cottage,Fibre 500,54.09,12-month,20,2025-08-25,Bank Transfer,7,0,No
